name,gender,position
GABRIEL NGÜA AYECABA,male,Director General de Conservación del Medio Ambiente y Lucha contra el Cambio Climático
NICASIA - TERESA ROLOHA EBUERA,female,Directora General del Instituto Nacional de Promoción Agropecuaria de Guinea Ecuatorial (INPAGE)
JESUS ONDO AYONG ASUE,male,Director General Adjunto de Instituto Nacional de Promoción Agropecuaria de Guinea Ecuatorial (INPAGE)
ROBUSTIANO NDONG EYEGUE,male,Director General de Hidrocarburos
OSCAR GARCIA BERNICO,male,Director General de Empresas Estatales y Activos
JACINTO NGUEMA OWONO MIKUE,male,Director General de Contenido Nacional
JOSE-MANUEL ABAHA MBA,male,Director General de Minas y Canteras
FRANCISCO NDONG AYONG,male,Director General de Seguimiento y Control de Productos Refinados
SECUNDINO NDONG NGUEMA ABEGUE,male,Director General de Industria y Energía
JUAN-CARLOS BILOKO GOBBE,male,Director General de Infraestructura de Calidad
JAVIER-SEVERINO BIBANG ETOMBORI,male,Director General de Mantenimiento de Infraestructuras Eléctricas
ZACARIAS OVONO ENVORO EFUA,male,Director General de Inspección Técnica de Vehículos (ITV)
RAMÓN NKA ELA NCHAMA,male,Director General de Correos y Transportes Terrestres
JAVIER MBA ONDO EYANG,male,Director General de Registro de Buques y Empresas Marítimas
ALEJO SIMA OLOMO,male,Director General de Puertos. Marina Mercante y Señalización Marítima
PASCASIO EFA OBAMA NCHAMA,male,"Director General de Reglamentación, Regulación e Inspecciones"
DAVID MONSUY NDONG ANGUESOMO,male,"Director General de Información, Radio y Televisión"
MARIA-AUXILIADORA ROPE COPARIATE,female,Directora General de Informativos de Radio Televisión Guinea Ecuatorial
JUAN-PABLO EBANG ESONO,male,"Director General de Producción, Programación y recopilación de Archivos Históricos Audiovisuales"
FILIBERTO NSEME NSUE NCHAMA,male,"Director General de Prensa Escrita, Página WEB Institucional Del Gobierno"
DIOSDADO-FAUSTO BOKESA,male,Director General de Asuntos Sociales
ANASTASIA ERUNDINA MANGUE NGUEMA,female,Directora General de Coordinación Multisectorial y Asistencia a Personas con Discapacidad de 3° Edad
MARGARITA ESONO NGUEMA,female,Directora General de Integración de la Mujer en el Desarrollo e Igualdad de Género
RAQUEL HINESTROSA BODIEN,female,Directora General para la Infancia y Adolescencia
JUSTO-DOMINGO NSUE ABUY,male,Director General de Supervisión de Actividades Comerciales y Precios
JUAN-CARLOS ABIA BITEO,male,Director General de Pequeñas y Medianas Empresas
JOSE-LUIS CAPOTE MEH,male,Director General de Competitividad y Protección al Consumidor
DI ESTEFANO MBA OBONO,male,Director General de Administración de Acuerdos y Tratados Comerciales
JOSE MENEJAL PELAYO,male,Director General de Instituto de Promoción Empresarial (INPYDE)
JUDITH NFONO NGOMO,female,Directora General de Pesca Industrial y Ordenación Pesquera
CRISTOBAL GERONA QUINTANA,male,Director General de Pesca y Piscicultura
HERMENEGILDO ABAGA MAYE,male,Director General de Aguas y Costas
MIGUEL NDONG OBIANG OMOMONO,male,Director General de Policía Nacional
JUAN ENGONGA OBAMA EYEYENE,male,Director General de Policía Judicial y Lucha contra el Terrorismo
JOSE NSUE EBANG MANGUE,male,Director General de Seguridad Ciudadana
TEODORO NSUE OYONO,male,Director General de Logística e Instalaciones
MANSUETO ENGURU NDONG,male,Director General de Extranjería y Fronteras
DEOGRACIAS NZO MBENGONO,male,Director General de Protocolo y Ceremonias
BONIFACIO BIYOGO NDONG,male,Director General de Informaciones Generales
CRISPIN ONDO NCULU MBASOGO,male,Director General de Centro Nacional de Emisión de Documentos Oficiales de Guinea Ecuatorial (CNEDOGE)
DOMINGO SIMA EBANG NTONGONO,male,"Director General Adjunto de Policía Nacional, Encargado de la Región Continental"
MONSERRAT NSENGBENE NGUEMA,female,Directora General Adjunta del Centro Nacional de Emisión de Documentos Oficiales de Guinea Ecuatorial (CNEDO GE) de la Región Continental
LIBORIO MBA OBAMA,male,"Inspección General, Encargado de la Disciplina del Personal de la Policía Nacional en la Región Insular"
FELICIDAD MANGUE NVONO,female,"Inspección General, Encargado de la Disciplina del Personal de la Policía Nacional en la Región Continental"
CONSTANTINO MESIE EDJANG OBONO,male,Director General de la Función Públicas
JOSE EKO OWONO MANGUE,male,Director General de Reformas Administrativas
ANGEL ESONO ESONO,male,Director General de Asuntos Jurídicos
SANTOS NOE ETAME MAYOCO,male,Director General de Seguimiento y Evolución del Personal de las Entidades Públicas
JUAN ESONO NGUERE BIBANG,male,Director General de Infraestructuras Aeronáuticas
PEDRO MAÑANA ASAMA,male,Director General de Investigación de Accidentes e Incidentes Aéreo
SANTIAGO OYONO AFUGU,male,Director General de Autoridad Aeronáutica
PEDRO-OSCAR MBA EDJANG NGOHO,male,Director General de Transporte Aéreo y Relaciones Internacionales
JERONIMO NSUE ASUMU NCHAMA,male,Director General de Patrimonio Cultural y Promoción Artesanal
LUIS-FEDERICO MBOMIO ONA ONA,male,"Director General de Bellas Artes, Industrias Creativas y Derecho del Autor"
MONICA NCHAMA AYINGONO,female,"Directora General de Fomento, Promoción y Estadísticos Turísticas"
MIGUEL MBA OBIANG,male,"Director General de Centros Culturales, Cines y Teatros"
JOSUE ESONO EDU CORREDOR,male,"Director General de Bibliotecas, Museos, Parques y Recopilación Históricas"
Consuelo Obiang Mbulito,female,"Directora General de Promoción de la Imagen, Belleza y Tradición Nacional"
