id,name,positionItem,position,start,end,dob,dod,gender
Q24574730,Agapito Mba Mokuy,,Min. Of Foreign Affairs & Intl. Cooperation,2014,2014,1965,,male
Q112133279,Tomas Mecheba Fernandez Galilea,,Min. Of Health & Social Welfare,2014,2014,,,male
Q36908601,Augustin Nse Nfumu,,"Min. Of Information, Press & Radio",2014,2014,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Internal Affairs & Local Corporations,2014,2014,,,male
Q112162986,Francisco Javier Ngomo Mbengono,,"Min. Of Justice, Religious Affairs & Penitentiary Institutions",2014,2014,,,male
Q112133249,Heriberto Miko Mbengono,,Min. Of Labor & Social Security,2014,2014,,,male
Q45042829,Gabriel Mbega Obiang Lima,,"Min. Of Mines, Industry & Energy",2014,2014,1974,,male
Q63731266,Antonio Mba Nguema,,Min. Of National Defense,2014,2014,1952,2019,male
Q112163007,Nicolas Obama Nchama,,Min. Of National Security,2014,2014,,,male
Q112133387,Conrado Okwenve Ndohe,,"Min. Of Planning, Economic Development & Public Investment",2014,2014,,,male
Q112162994,Juan Nko Mbula,,Min. Of Public Works & Infrastructures,2014,2014,,,male
Q112133717,Maria Lenor Epam Biribe,,Min. Of Social Affairs & The Promotion Of Women,2014,2014,,,female
Q112128550,Francisco Mba Olo Bahamonde,,"Min. Of Transportation, Technology, Postal Services & Telecommunications",2014,2014,,,male
Q112162969,Braulio Ncogo Abegue,,Min. Of State To The Presidency Of The Republic In Charge Of The Civil Cabinet,2014,2014,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State To The Presidency Of The Republic In Charge Of Missions,2014,2014,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of State To The Presidency Of The Republic In Charge Of Regional Integration,2014,2014,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With The Parliament & Legal Affairs,2014,2014,,,male
,NA,,Ambassador To The Us,2014,2014,,,
Q112133229,Anatolio Ndong Mba,Q112202472,"Permanent Representative To The Un, New York",2014,2014,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2015,2015,1942,,male
Q57898,Ignacio Milam Tang,,First Vice President In Charge Of Economic & Financial Affairs,2015,2015,1940,,male
Q477201,Teodoro Nguema Obiang Mangu,,Second Vice President In Charge Of Political & Democracy Affairs,2015,2015,1968,,male
Q2201806,Vincente Ehate Tomi,,Prime Min. In Charge Of Admin Coordination,2015,2015,1968,,male
Q112162972,Clemente Engonga Nguema Onguene,,First Dep. Prime Min. & Head Of Political Affairs & Democracy,2015,2015,,,male
Q112162959,Andres Jorge Mbomio Nsem Abua,,Second Dep. Prime Min. In Charge Of Social & Human Rights Affairs,2015,2015,,,male
Q112128551,Alfonso Nsue Mokuy,,Third Dep. Prime Min. In Charge Of Human Rights,2015,2015,,,male
Q112128550,Francisco Mba Olo Bahamonde,,Min. Of Agriculture & Forestry,2015,2015,,,male
Q112162998,Maria Del Carmen Ekoro,,Min. Of Education & Science,2015,2015,,,female
Q112133244,Eucario Bakale Angue,,"Min. Of Economy, Planning & Public Investment",2015,2015,,,male
Q112163003,Miguel Engonga Obiang Eyang,,Min. Of Finance & Budgets,2015,2015,,,male
Q112162980,Estanislao Don Malavo,,Min. Of Fisheries & The Environment,2015,2015,,,male
Q24574730,Agapito Mba Mokuy,,Min. Of Foreign Affairs & Intl. Cooperation,2015,2015,1965,,male
Q63442033,Juan Ndong Nguema,,Min. Of Health & Social Welfare,2015,2015,1961,,male
Q112133750,Eugenio Nze Obiang,,"Min. Of Information, Press & Radio",2015,2015,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Internal Affairs & Local Corporations,2015,2015,,,male
Q42907516,Evangelina Oyo Ebule,,"Min. Of Justice, Religious Affairs & Penitentiary Institutions",2015,2015,,,female
Q112133249,Heriberto Miko Mbengono,,Min. Of Labor & Social Security,2015,2015,,,male
Q45042829,Gabriel Mbega Obiang Lima,,"Min. Of Mines, Industry & Energy",2015,2015,1974,,male
Q112163007,Nicolas Obama Nchama,,Min. Of National Security,2015,2015,,,male
Q112162994,Juan Nko Mbula,,Min. Of Public Works & Infrastructures,2015,2015,,,male
Q112133389,Consuelo Ondo Nzang,,Min. Of Social Affairs & The Promotion Of Women,2015,2015,,,female
Q112133375,Alfredo Mitogo Mitogo Ada,,Min. Of Trade & Business Promotion,2015,2015,,,male
Q5057941,Celestino Bonifacio Bakale Obiang,,"Min. Of Transportation, Technology, Postal Services & Telecommunications",2015,2015,1957,,male
Q63731266,Antonio Mba Nguema,,Min. Of State For National Defense,2015,2015,1952,2019,male
Q112162969,Braulio Ncogo Abegue,,Min. Of State To The Presidency Of The Republic In Charge Of The Civil Cabinet,2015,2015,,,male
Q112133279,Tomas Mecheba Fernandez Galilea,,Min. Of State To The Presidency Of The Republic In Charge Of The Fight Against The Prevention Of Hiv/Aids & Sexually Transmitted Diseases,2015,2015,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State To The Presidency Of The Republic In Charge Of Missions,2015,2015,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of State To The Presidency Of The Republic In Charge Of Regional Integration,2015,2015,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With The Parliament & Legal Affairs,2015,2015,,,male
,NA,,Ambassador To The Us,2015,2015,,,
Q112133229,Anatolio Ndong Mba,Q112202472,"Permanent Representative To The Un, New York",2015,2015,,,male
Q57385,Teodoro Obiang Nguema Mbasogo,,President,2016,2016,1942,,male
Q57898,Ignacio Milam Tang,,First Vice President In Charge Of Economic & Financial Affairs,2016,2016,1940,,male
Q477201,Teodoro Nguema Obiang Mangu,,Second Vice President In Charge Of Political & Democracy Affairs,2016,2016,1968,,male
Q2201806,Vincente Ehate Tomi,,Prime Min. In Charge Of Admin Coordination,2016,2016,1968,,male
Q112162972,Clemente Engonga Nguema Onguene,,First Dep. Prime Min. & Head Of Political Affairs & Democracy,2016,2016,,,male
Q112162959,Andres Jorge Mbomio Nsem Abua,,Second Dep. Prime Min. In Charge Of Social & Human Rights Affairs,2016,2016,,,male
Q112128551,Alfonso Nsue Mokuy,,Third Dep. Prime Min. In Charge Of Human Rights,2016,2016,,,male
Q112128550,Francisco Mba Olo Bahamonde,,Min. Of Agriculture & Forestry,2016,2016,,,male
Q112162998,Maria Del Carmen Ekoro,,Min. Of Education & Science,2016,2016,,,female
Q112133244,Eucario Bakale Angue,,"Min. Of Economy, Planning & Public Investment",2016,2016,,,male
Q112163003,Miguel Engonga Obiang Eyang,,Min. Of Finance & Budgets,2016,2016,,,male
Q112162980,Estanislao Don Malavo,,Min. Of Fisheries & The Environment,2016,2016,,,male
Q24574730,Agapito Mba Mokuy,,Min. Of Foreign Affairs & Intl. Cooperation,2016,2016,1965,,male
Q63442033,Juan Ndong Nguema,,Min. Of Health & Social Welfare,2016,2016,1961,,male
Q112133750,Eugenio Nze Obiang,,"Min. Of Information, Press & Radio",2016,2016,,,male
Q112162972,Clemente Engonga Nguema Onguene,,Min. Of Internal Affairs & Local Corporations,2016,2016,,,male
Q42907516,Evangelina Oyo Ebule,,"Min. Of Justice, Religious Affairs & Penitentiary Institutions",2016,2016,,,female
Q112133249,Heriberto Miko Mbengono,,Min. Of Labor & Social Security,2016,2016,,,male
Q45042829,Gabriel Mbega Obiang Lima,,"Min. Of Mines, Industry & Energy",2016,2016,1974,,male
Q112163007,Nicolas Obama Nchama,,Min. Of National Security,2016,2016,,,male
Q112162994,Juan Nko Mbula,,Min. Of Public Works & Infrastructures,2016,2016,,,male
Q112133389,Consuelo Ondo Nzang,,Min. Of Social Affairs & The Promotion Of Women,2016,2016,,,female
Q112133375,Alfredo Mitogo Mitogo Ada,,Min. Of Trade & Business Promotion,2016,2016,,,male
Q5057941,Celestino Bonifacio Bakale Obiang,,"Min. Of Transportation, Technology, Postal Services & Telecommunications",2016,2016,1957,,male
Q63731266,Antonio Mba Nguema,,Min. Of State For National Defense,2016,2016,1952,2019,male
Q112162969,Braulio Ncogo Abegue,,Min. Of State To The Presidency Of The Republic In Charge Of The Civil Cabinet,2016,2016,,,male
Q112133279,Tomas Mecheba Fernandez Galilea,,Min. Of State To The Presidency Of The Republic In Charge Of The Fight Against The Prevention Of Hiv/Aids & Sexually Transmitted Diseases,2016,2016,,,male
Q112162958,Alejandro Evuna Owono Asangono,,Min. Of State To The Presidency Of The Republic In Charge Of Missions,2016,2016,,,male
Q112162967,Baltasar Engonga Edjo,,Min. Of State To The Presidency Of The Republic In Charge Of Regional Integration,2016,2016,,,male
Q112128540,Angel Masie Mibuy,,Min. In Charge Of Relations With The Parliament & Legal Affairs,2016,2016,,,male
Q112195300,Miguel Ntutumu Evuna Andeme,,Ambassador To The Us,2016,2016,,,male
Q112133229,Anatolio Ndong Mba,Q112202472,"Permanent Representative To The Un, New York",2016,2016,,,male
